Title,Post date,Issues,Institution(s),Other Organization(s),Story Date,URL,Body,All terms
Portland State U Combines Solar Panel Production with Green Roofs,Oct 6 2011 - 4:04pm,10/11/2011,Portland State University,,"September 27, 2011",http://campustechnology.com/articles/2011/09/27/portland-state-u-researchers-try-to-increase-solar-panel-production-with-green-roofs.aspx?sc_lang=en,"With a $600,000 grant from the National Science Foundation, researchers at Portland State University (OR) have begun looking into the effects of combining single-cell silicon photovoltaic solar panels with green roof technology. Focusing on energy production and biological issues, the research includes photovoltaic panels that are partially shading the back half of four green roof pans.",Research
Iowa State U Receives $25 Mil Grant for Biofuels Program,Oct 6 2011 - 4:55pm,10/11/2011,Iowa State University,,"September 27, 2011",http://www.desmoinesregister.com/article/20110928/BUSINESS/309280055/1003/SPORTS/?odyssey=nav%7Chead,"Iowa State University has received $25 million in federal grants to develop a regional biomass production system for advanced transportation fuels derived from native perennial grasses. The comprehensive study will look at the effort’s broader economic and environmental impact. The university will work with the University of Washington, Washington State University, Louisiana State University and the University of Tennessee on the five-year project.",Funding
Rhode Island Approves In-State Tuition for Undocumented Students,Oct 9 2011 - 9:33am,10/18/2011,,,"September 27, 2011",http://www.boston.com/news/local/rhode_island/articles/2011/09/27/ri_education_board_oks_in_state_tuition_for_undocumented_students/,"The Rhode Island Board of Governors for Higher Education has approved a measure that allows undocumented students to pay in-state tuition at the state's public institutions. Under the new policy change, in-state rates will be available to undocumented immigrants' children who have attended a high school in the state for at least three years and graduated or received an equivalent degree.",Diversity & Inclusion
Clemson U Awarded $1 Mil for Sustainable Vehicle Systems Center,Oct 21 2011 - 1:19pm,10/25/2011,Clemson University,,"September 27, 2011",http://www.wyff4.com/r/29301470/detail.html,"As part of its Graduate Automotive Technology Education (GATE) division, the  U.S. Department of Energy has awarded $1 million to Clemson University (SC) to create a center for sustainable vehicle systems research and education. Students will study the vehicle life cycle, energy use and emissions, reliability and manufacturing. The GATE division is focusing on the development of automotive hybrid propulsion, energy storage and lightweight materials.",Research
Iowa State U Plants Rooftop Research Garden,Oct 6 2011 - 5:10pm,10/11/2011,Iowa State University,,"September 28, 2011",http://www.iowastatedaily.com/news/article_1acc0d48-ea0b-11e0-9694-001cc4c002e0.html,"A group of Iowa State University students, under the direction of the master gardener coordinator, has planted a garden atop the university's horticulture hall for education and research purposes. The $12,000 project was covered by a grant from the Iowa Nursery Research Corporation and a donation from a company specializing in green roofs.",Buildings
Unity College Dedicates Passive House Residence Hall,Oct 8 2011 - 3:27am,10/18/2011,Unity College,,"September 28, 2011",http://www.prnewswire.com/news-releases/a-first-in-the-united-states-unity-college-opens-terrahaus-130723618.html,"A year after students and faculty gathered to provide design ideas and concerns, Unity College (ME) has unveiled its new Terra Haus residence hall. Designed and built to Passive House standards, the 2,500-square-foot residence was modeled to use the equivalent of 50-75 gallons of oil per year for space heating, less than 10 percent of the heating load for a home similar in size and climate.",Buildings
Indiana U Rolls Out Student Sustainable Computing Contest,Oct 11 2011 - 12:59pm,10/18/2011,Indiana University Bloomington,,"September 28, 2011",http://www.idsnews.com/news/story.aspx?id=83112,"Indiana University has launched a competition designed to make its computing more sustainable. Students will work in groups to create a tool, system or process that addresses at least one of three sustainable computing areas: waste reduction, leveraging IT for campus-wide sustainability gains, and campus sustainability metrics.",Co-Curricular Education & Student Organizing
U Montana Students Initiate Solar Panel Installation,Oct 11 2011 - 1:03pm,10/18/2011,University of Montana,,"September 28, 2011",http://www.kpax.com/news/solar-panels-brighten-um-campus/,Students in an environmental studies service learning course at the University of Montana led the recent installation of 10 solar panels on the roof of a campus building. A grant from the Kless Energy Fund and matching funds from the university were used to help launch the project.,Energy
Purdue U Introduces Car Sharing Program,Oct 11 2011 - 2:25pm,10/18/2011,Purdue University,,"September 28, 2011",http://www.wlfi.com/dpp/living_green/purdues-campus-is-now-gold-black-and-green-for-green-week,"Purdue University (IN) has introduced a new car sharing program on campus through a partnership with Zipcar, Inc. Six cars, including hybrids, will be available to students, faculty and staff for an annual fee of $25 per person.",Transportation
"Princeton U Develops Campus Sustainability Kiosk, Mobile App",Oct 6 2011 - 5:05pm,10/11/2011,Princeton University,,"September 29, 2011",http://www.princeton.edu/main/news/archive/S31/70/58K49/index.xml?section=featured,"The Office of Sustainability and the Office of the University Architect at Princeton University (NJ) have partnered with an architectural firm to develop an interactive sustainability kiosk. The kiosk will include multifunctional display cases, a video screen, demonstration space for rotating exhibits, green tour information, a bulletin board for student groups and energy monitoring dashboard. The university has also launched a new mobile application for smartphones that allows community members and visitors to take a sustainability tour of campus.",Coordination & Planning
U Dayton Students Receive Energy Consumption Report Cards,Oct 6 2011 - 5:07pm,10/11/2011,University of Dayton,,"September 29, 2011",http://www.udayton.edu/news/articles/2011/09/sustainability_report_cards.php,"The University of Dayton (OH) has begun issuing monthly energy report cards to students living in university-owned houses. Eighty-five percent of the 469 residences earned an average or better score during the 2010-2011 school year, during which the university estimated a savings of $20,000 on gas and electric. A group of engineering students compiled a grading model of ""A"" through ""F"" based on the last six years of energy data for each of the houses.",Energy
U Memphis Pilots Rooftop Garden,Oct 6 2011 - 5:27pm,10/11/2011,University of Memphis,,"September 29, 2011",http://www.dailyhelmsman.com/news/um-takes-gardening-to-new-heights-1.2619832,"The University of Memphis (TN) has installed a 200-square-foot rooftop garden on its physical plant building as a pilot project. Featuring succulent plants that can withstand extreme weather, the garden will help insulate the building, reduce stormwater run-off and prolong the life of the roof. If the pilot proves cost-effective, the university plans to install more green roofs across campus.",Buildings
Salem State U Partners with City for Bike Share,Oct 11 2011 - 2:28pm,10/18/2011,Salem State University,,"September 29, 2011",http://articles.boston.com/2011-09-29/news/30218525_1_bike-sharing-bike-lanes-salem-program,"Salem State University (MA) has partnered with the City of Salem to establish a bike share program. Twenty bikes will be available for public use free of charge, 10 of them downtown and 10 on campus. The university hopes the new program not only provides an alternative transportation option but also helps connect the campus community with the downtown.",Transportation
